Date	input3...9.	UT...5.	ReturnAUM.RGE	AdjAUM.AdjGE	GE_USDCAD	SPX_USDCAD	EU_USDCAD	UK_GBPCAD	JP_JPYCAD
01/18/2019	20679791964	0	20875541368	20665137407	0.009465734	0.0099055	0.013577586	0.015954027	0.007011583
01/21/2019	20740521759	0	20800765738	20875541368	0.002904651	0.002868033	0.000850953	0.002196331	0.006054452
01/22/2019	20619746733	0	20469198554	20800765738	-0.007301165	-0.010521815	-0.000693664	-0.001200753	0.002522498
01/23/2019	20672109388	0	20716528511	20469198554	0.002148747	0.003668268	0.002868192	0.000873543	-0.004490501
01/24/2019	20682674477	-2748500	20689637892	20713780011	0.000336679	0.000138578	-0.001264244	-0.006096067	-0.000549428
01/25/2019	20724476162	0	20793214349	20689637892	0.003316764	0.002402784	0.003975361	0.002073839	0.00034894
01/28/2019	20607440294	0	20474604423	20793214349	-0.006446015	-0.007959103	-0.006556526	-0.010257885	-0.000830223
01/29/2019	20629810705	0	20659259033	20474604423	0.001427465	-0.000251103	0.007477038	0.013362862	0.000922464
01/30/2019	20716412212	-2500000	20826299455	20656759033	0.005304357	0.010002302	-0.000987046	0.004350168	-0.010980319
01/31/2019	20769585744	0	20846540549	20826299455	0.003705168	0.003401967	-0.000449155	0.005230466	0.010176722
02/01/2019	20716187986	0	20676036071	20846540549	-0.00193819	-0.001616377	-0.000195049	0.000140878	-0.006787268
02/04/2019	20835458310	0	20956721071	20676036071	0.005820019	0.008543827	-0.001114585	0.002974521	0.001632553
02/05/2019	21042373945	0	21195791061	20956721071	0.007290865	0.005320969	0.013072208	0.009814643	-0.001288739
02/06/2019	21084030339	-3143500	21114267610	21192647561	0.001434131	0.00123288	0.00215393	0.004726698	0.008048446
02/07/2019	21010368097	0	20939631880	21114267610	-0.003366729	-0.002929011	-0.01044781	-0.003963736	0.002623563
02/08/2019	20955939475	0	20913225979	20939631880	-0.002038253	0.00165717	-0.007067728	-0.004432445	-0.021628359
02/11/2019	21030407082	0	21097064535	20913225979	0.003169575	0.003347446	0.006539481	0.004701316	-0.004165393
02/12/2019	21144472373	-28276698.7	21307784290	21068787837	0.007723622	0.008933053	0.002756092	-0.001918084	0.020309027
02/13/2019	21105453376	-75237055.7	21147627917	21232547234	0.001998277	0.001170448	0.003081933	0.006111896	0.009948109
02/14/2019	21142125194	-65750000	21232968501	21081877917	0.004296792	0.003829803	0.002166282	-0.000580358	0.007712383
02/15/2019	21261889231	0	21396435998	21232968501	0.006328072	0.007880871	0.01011062	0.007786123	-0.015137866
02/19/2019	21206591969	0	21275503254	21396435998	0.003249522	0.003125383	0.001842611	0.004034898	-0.001180227
02/20/2019	21120816207	0	21060662214	21275503254	-0.00284809	-0.004871664	0.001322384	0.002692252	0.00117101
02/21/2019	21093719455	0	21054433398	21060662214	-0.001862453	-0.002618533	-0.002026143	-0.007375616	0.007122691
02/22/2019	21156123770	-21700000	21257432631	21032733398	0.004788631	0.006563771	0.001644304	0.000982586	-0.00893617
02/25/2019	21167479677	0	21201273864	21257432631	0.001596514	0.000434456	0.002492004	0.000657888	0.005361592
02/26/2019	21204910846	0	21242000844	21201273864	0.001749123	0.000954033	0.00664249	0.0103785	-0.000758788
02/27/2019	21109042965	0	21026414306	21242000844	-0.003914373	-0.004747096	-0.004932325	-0.003098546	0.000276354
03/01/2019	21190350242	0	21413014885	20968446608	0.010507832	0.012323551	0.009351724	0.005584004	0.014878308
03/04/2019	21259245384	0	21332118168	21413014885	0.003427816	0.002250638	0.002570386	0.004607679	0.012066692
03/05/2019	21258630267	0	21266993248	21332118168	0.000393392	0.00063046	0.001831498	0.004062293	-0.002079928
03/06/2019	21268704094	-7898750	21296305033	21259094498	0.001297725	-0.001052778	0.006132554	0.010279289	0.001821901
03/07/2019	21175345655	-3302500	21032410501	21293002533	-0.006750074	-0.007053973	-0.010751954	-0.006808588	-0.003768396
03/08/2019	21075382323	-3750000	20978316861	21028660501	-0.004605632	-0.001797482	-0.008261908	-0.014732199	-0.019265591
03/11/2019	21275828368	0	21488870880	20978316861	0.010013359	0.013193713	0.005422621	0.008408335	0.002627472
03/12/2019	21302931995	0	21332852946	21488870880	0.001404546	0.00011316	0.001069813	-8.81E-05	0.013577359
03/13/2019	21320203107	0	21343364310	21332852946	0.00108635	0.002095852	0.004561803	0.006294742	-0.012155393
03/14/2019	21262761589	-64600000	21272495408	21278764310	0.000457787	-0.000943073	0.007238907	0.007853449	-0.002541226
03/15/2019	21411364368	0	21574738740	21272495408	0.007630264	0.006645349	0.010394473	0.007129412	0.009933463
